authors,category/genre,description,id_book,image_url,isbn,language,num_pages,published_date,publisher,reviews,sub_category,title,ratings_count,reviews_count,text_reviews_count,average_rating
['Noel Coward'],Comedy,The story of a family of bohemians who wreak emotional havoc on weekend visitors.,1jrzYX88zxIC,http://books.google.com/books/content?id=1jrzYX88zxIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0573610045,en,100, ,"Samuel French, Inc.","{'ratings_count': 530, 'reviews_count': 1023, 'text_reviews_count': 53, 'average_rating': '3.66', 'rating_dist': {'5-stars': '108', '4-stars': '187', '3-stars': '190', '2-stars': '37', '1-star': '8'}}",drama,Hay Fever,530,1023,53,3.66
['John Van Druten'],Drama,"THE STORY: Although the plot is contrived with the artful ingenuity, which is to be expected in any van Druten play, the interest here centers largely upon a most attractive and charming young man and an equally attractive young woman who, by gradu",aTz3_DQ8uyIC,http://books.google.com/books/content?id=aTz3_DQ8uyIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0822212137,en,, ,Dramatists Play Service Inc,"{'ratings_count': 26, 'reviews_count': 59, 'text_reviews_count': 5, 'average_rating': '3.73', 'rating_dist': {'5-stars': '6', '4-stars': '9', '3-stars': '9', '2-stars': '2', '1-star': '0'}}",2019-kristi-abby-tabby,The Voice of the Turtle,26,59,5,3.73
"['Ben Jonson', 'Helen Ostovich']",Drama,"Despite its popularity when it first appeared in print in 1600, Every Man out of His Humour has never appeared as a single modern critical edition until now. The volume's introduction and annotations convey early modern obsessions with wealth and self-display by providing historical contexts and pointing out the continuity of those obsessions into modern life. The play is of interest because of its influence on the course of city comedy and its wealth of information about social relationships and colloquial language at the end of Elizabeth's reign. Jonson's experiments in generating theatrical meaning continued throughout his career, but Every Man out of His Humour - with its youthful vigour and extraordinary visualizations of the urban capacity for self-deceit - is a text that enriches the understanding of all the plays that come after it.",eFoj4IhKlWsC,http://books.google.com/books/content?id=eFoj4IhKlWsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0719015588,en,416, ,Manchester University Press,"{'ratings_count': 34, 'reviews_count': 71, 'text_reviews_count': 6, 'average_rating': '2.79', 'rating_dist': {'5-stars': '3', '4-stars': '4', '3-stars': '15', '2-stars': '7', '1-star': '5'}}",drama,Every Man Out of His Humour,34,71,6,2.79
['Amy E. Seham'],Performing Arts,"At the same time, the techniques of Chicago improv have infiltrated classrooms, workshops, rehearsals, and comedy clubs across North and South America, Europe, Australia, and Japan. Improv's influence is increasingly evident in contemporary films and in interactive entertainment on the internet. Drawing on the experiences of working improvisers, Whose Improv Is It Anyway? provides a never-before-published account of developments beyond Second City's mainstream approach to the genre. This fascinating history chronicles the origins of ""the Harold,"" a sophisticated new ""long-form"" style of improv developed in the '80s at ImprovOlympic, and details the importance and pitfalls of ComedySports. Here also is a backstage glimpse at the Annoyance Theatre, best known on the national scene for its production of The Real Live Brady Bunch .",vpmV0qa2Qe8C,http://books.google.com/books/content?id=vpmV0qa2Qe8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9781604737592,en,286, ,Univ. Press of Mississippi,"{'ratings_count': 15, 'reviews_count': 50, 'text_reviews_count': 2, 'average_rating': '3.27', 'rating_dist': {'5-stars': '2', '4-stars': '5', '3-stars': '5', '2-stars': '1', '1-star': '2'}}",nonfiction,Whose Improv Is It Anyway? Beyond Second City,15,50,2,3.27
['Christopher Durang'],Drama,"THE STORY: As the play begins Bette and Boo are being united in matrimony, surrounded by their beaming families. But as the further progress of their marriage is chronicled it becomes increasingly clear that things are not working out quite as hope",GZF39CMX36UC,http://books.google.com/books/content?id=GZF39CMX36UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0822207362,en,95, ,Dramatists Play Service Inc,"{'ratings_count': 314, 'reviews_count': 553, 'text_reviews_count': 20, 'average_rating': '3.74', 'rating_dist': {'5-stars': '87', '4-stars': '110', '3-stars': '74', '2-stars': '33', '1-star': '10'}}",drama,The Marriage of Bette and Boo,314,553,20,3.74
['Francesca Coppa'],Literary Criticism,A profile of the British playwright accompanies an analysis of his major plays and their themes.,nhRkCdu0EhEC,http://books.google.com/books/content?id=nhRkCdu0EhEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0815336276,en,181, ,Psychology Press,"{'ratings_count': 3, 'reviews_count': 8, 'text_reviews_count': 0, 'average_rating': '3.00', 'rating_dist': {'5-stars': '0', '4-stars': '0', '3-stars': '3', '2-stars': '0', '1-star': '0'}}",academic-reads,Joe Orton,3,8,0,3.00
['David Mamet'],Drama,"First produced by the Atlantic Theater Company on September 30, 2009.",FlI6qWDYd0UC,http://books.google.com/books/content?id=FlI6qWDYd0UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780573697760,en,24, ,"Samuel French, Inc.","{'ratings_count': 8, 'reviews_count': 26, 'text_reviews_count': 2, 'average_rating': '3.88', 'rating_dist': {'5-stars': '3', '4-stars': '1', '3-stars': '4', '2-stars': '0', '1-star': '0'}}",plays-to-read,School,8,26,2,3.88
['Erich Segal'],Drama,"In a grand tour of comic theater over the centuries, Erich Segal traces the evolution of the classical form from its early origins in a misogynistic quip by the sixth-century B.C. Susarion, through countless weddings and happy endings, to the exasperated monosyllables of Samuel Beckett. With fitting wit, profound erudition lightly worn, and instructive examples from the mildly amusing to the uproarious, his book fully illustrates comedy's glorious life cycle from its first breath to its death in the Theater of the Absurd.",2kGCnf63FSUC,http://books.google.com/books/content?id=2kGCnf63FSUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780674012479,en,589, ,Harvard University Press,"{'ratings_count': 15, 'reviews_count': 109, 'text_reviews_count': 1, 'average_rating': '3.67', 'rating_dist': {'5-stars': '5', '4-stars': '3', '3-stars': '4', '2-stars': '3', '1-star': '0'}}",history,The Death of Comedy,15,109,1,3.67
['Murray Schisgal'],Drama,"THE STORY: As described by the New York Times: When the play begins there is Harry Berlin, looking like a shaved, mustachioed beatnik who has sunk so low that honest beatniks would disown him. He has no future except to jump off the bridge and is",p_pIiPUazzEC,http://books.google.com/books/content?id=p_pIiPUazzEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0822207095,en,68, ,Dramatists Play Service Inc,"{'ratings_count': 42, 'reviews_count': 129, 'text_reviews_count': 7, 'average_rating': '3.31', 'rating_dist': {'5-stars': '4', '4-stars': '16', '3-stars': '15', '2-stars': '3', '1-star': '4'}}",01office,Luv,42,129,7,3.31
"['Athene Seyler', 'Stephen Haggard', 'Robert Barton']",Performing Arts,"""a work on the art and craft of comedy as important in its own way as works by Stanislavski and Chekhov"" – Oxford Theatre Companion In 1939, a young, inexperienced actor wrote to a famous actress of his acquaintance, asking for advice on playing comedy. She responded enthusiastically, and they corresponded variously over the next year. The Craft of Comedy, a record of these exchanges, soon emerged as one of the few classic texts in the field of comedy acting. This major new edition takes a brilliant book and makes it better. Editor Robert Barton has devised extensive supplementary material, including: An introduction to the correspondents, the culture of the time, and the evolution of their book; Summaries, definitions, and exercises and practice scenes for readers wishing to explore Athene Seyler's invaluable advice; Photographs, additional essays by Seyler, and a guide to easily accessed video clips of her performing. Seyler's lucid guidance, and Barton's scrupulous editorship, ensure this legendary work's rightful status is restored: as one of the great practical guides to the craft of comedy, and an essential resource for actors and students of acting.",VV7ghVpxi4wC,http://books.google.com/books/content?id=VV7ghVpxi4wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780415527231,en,176, ,Routledge,"{'ratings_count': 14, 'reviews_count': 41, 'text_reviews_count': 1, 'average_rating': '3.86', 'rating_dist': {'5-stars': '4', '4-stars': '5', '3-stars': '4', '2-stars': '1', '1-star': '0'}}",stage,The Craft of Comedy,14,41,1,3.86
"[""Daphne Elizabeth O'Regan""]",Literary Criticism,"This is an intelligent and unusually thought-provoking reading of Aristophanes' Clouds. O'Regan focuses on logos, or the power of argument, and its effects, and on the self-awareness of the second Clouds as a comedy of logos directed toward an audience made resistant by devotion to the body. Within and without the play, logos meets defeat when confronted with human nature and desire. The argument conveys much insight into fifth-century thought and the play's workings, the more so because it balances rhetoric with comedy, and reminds the reader that this is a comic logos--explored in the comic mode, and connected with the intentions and vicissitudes of the first and second Clouds.",ObXnCwAAQBAJ,http://books.google.com/books/content?id=ObXnCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780195070170,en,224, ,Oxford University Press on Demand,"{'ratings_count': 3, 'reviews_count': 9, 'text_reviews_count': 0, 'average_rating': '4.00', 'rating_dist': {'5-stars': '0', '4-stars': '3', '3-stars': '0', '2-stars': '0', '1-star': '0'}}",box-19,"Rhetoric, Comedy, and the Violence of Language in Aristophanes' Clouds",3,9,0,4.00
['John Limon'],Drama,A cultural theory of stand-up comedy.,HXNV0AfxDrMC,http://books.google.com/books/content?id=HXNV0AfxDrMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0822325462,en,160, ,Duke University Press,"{'ratings_count': 26, 'reviews_count': 99, 'text_reviews_count': 3, 'average_rating': '3.04', 'rating_dist': {'5-stars': '3', '4-stars': '9', '3-stars': '4', '2-stars': '6', '1-star': '4'}}",second-year,"Stand-up Comedy in Theory, Or, Abjection in America",26,99,3,3.04
['Edward Albee'],Drama,"New York sculptor Louise Nevelson's life was marked by intrepid triumphs and deep inner turmoil. Both her public accomplishments and private emotional conflicts are thoroughly examined by an unnamed interviewer who questions the posthumous Nevelson with an unabashed scrutiny. The result is a touching, humorous, and honest tribute to a woman who was a pioneer for free-thinking females everywhere, but also stood on her own as one of the 20th century's greatest artistic minds.",AfeYSTCDcv8C,http://books.google.com/books/content?id=AfeYSTCDcv8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780573663802,en,64, ,"Samuel French, Inc.","{'ratings_count': 15, 'reviews_count': 48, 'text_reviews_count': 2, 'average_rating': '3.40', 'rating_dist': {'5-stars': '3', '4-stars': '3', '3-stars': '6', '2-stars': '3', '1-star': '0'}}",p-u-k,Occupant,15,48,2,3.40
"['Aristophanes', 'Jeffrey Henderson']",Drama,"Presents three comedies by the ancient Athenian playwright depicting the varying social, political, and cultural roles of women in ancient Greece",pn5BDBelRSYC,http://books.google.com/books/content?id=pn5BDBelRSYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0415907446,en,256, ,Psychology Press,"{'ratings_count': 134, 'reviews_count': 275, 'text_reviews_count': 10, 'average_rating': '3.92', 'rating_dist': {'5-stars': '45', '4-stars': '45', '3-stars': '35', '2-stars': '6', '1-star': '3'}}",drama,Assemblywomen,134,275,10,3.92
['Kliph Nesteroff'],History,"InThe Comedians, comedy historian Kliph Nesteroff brings to life a century of American comedy with real-life characters, forgotten stars, mainstream heroes and counterculture iconoclasts. Based on over two hundred original interviews and extensive archival research, Nesteroff's groundbreaking work is a narrative exploration of the way comedians have reflected, shaped, and changed American culture over the past one hundred years. Starting with the vaudeville circuit at the turn of the last century, Nesteroff introduces the first stand-up comedian--an emcee who abandoned physical shtick for straight jokes. After the repeal of Prohibition, Mafia-run supper clubs replaced speakeasies, and mobsters replaced vaudeville impresarios as the comedian's primary employer. In the 1950s, the late-night talk show brought stand-up to a wide public, while Lenny Bruce, Mort Sahl, and Jonathan Winters attacked conformity andstaged a comedy rebellion in coffeehouses. From comedy's part in the Civil Rights movement and the social upheaval of the late 1960s, to the first comedy clubs of the 1970s and the cocaine-fueled comedy boom of the 1980s,The Comedians culminates with a new era of media-driven celebrity in the twenty-first century.",BGn_rQEACAAJ,http://books.google.com/books/content?id=BGn_rQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0802123988,en,432, , ,"{'ratings_count': 1701, 'reviews_count': 4993, 'text_reviews_count': 272, 'average_rating': '3.97', 'rating_dist': {'5-stars': '521', '4-stars': '720', '3-stars': '365', '2-stars': '83', '1-star': '12'}}",history,The Comedians,1701,4993,272,3.97
['David Selbourne'],Comedy,"This is an unusual and important book. As the sub-title records, it is 'an eye-witness account of Peter Brook's production from first rehearsal to first night.' The production in question was a famous one that had its opening night on 27 August 1970. Audiences loved it, as, indeed, did most critics, Clive Barnes of the New York Times going so far as to say, 'It is a magnificent production, the most important yet of the world's most imaginative and inventive director. If Peter Brook had done nothing else but this Dream, he would have deserved a place in theatre history.' All the more reason therefore to be grateful for this unique account of this production's gestation during its weeks of rehearsals. In a typically stimulating preface, David Selbourne concludes by saying, 'What follows, then, is not hindsight. It is, instead, an attempt to reinstate the true density of first impressions . . . as well as to recover fleeting moments in the posthumous life of Shakespeare's writing, in one of the very greatest of his plays.' Simon Trussler, in his introduction, judges it to be 'an important work, both in the critical portrait it offers of a leading director at work, and in its demonstration of the kinds of bluff, self-deception, and unhappy accident that can as much contribute to the making of a theatrical 'triumph' as our more orthodox expectations of creative struggle, fruitful improvisation, and dialectic discovery - present in full measure though these undoubtedly were. All the ingredients are there in the seven-week mix of rehearsals of which the detailed record now follows. ' 'An indispensable theatre book . . . It explains more than we could have hoped how the miracle was wrought.' John Barber, Daily Telegraph 'The process of theatrical creation comes across with rare force, expressed in language - Mr Selbourne writes very well - of rare beauty.' Michael Coveney, Plays and Players",dYQwQgAACAAJ,http://books.google.com/books/content?id=dYQwQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0571258956,en,366, ,Faber & Faber,"{'ratings_count': 25, 'reviews_count': 43, 'text_reviews_count': 1, 'average_rating': '3.72', 'rating_dist': {'5-stars': '4', '4-stars': '13', '3-stars': '6', '2-stars': '1', '1-star': '1'}}",theater-performance,The Making of 'A Midsummer Night's Dream',25,43,1,3.72
